label	readme_pattern	capability_key	expected_substr	proof_path	enforce	notes
sst5-grok-9	a win that held in all 9 pairings of three runs each ([grok]	second-incumbent	| SST-5 | MAE sign test [all rows] | WIN | 9/9 |	docs/demos/upstream-repro/grok-variance-20260924.md	yes	README claim registered 2026-09-24 (jev-jzzs 0aaaf5b, jev-n4j 4c9fd1d, jev-wu6v d4ffe69; each verified by a non-author). Proof holds the number, not a re-run.
banking77-grok-answered-9	a tie on the 378 rows grok answered, 368 vs 365, in 8 of 9 run pairings	second-incumbent	8/9 NON-INFERIOR (p 0.065 to 0.61), 1/9 WIN	docs/demos/upstream-repro/grok-variance-20260924.md	yes	README claim registered 2026-09-24 (jev-jzzs 0aaaf5b, jev-n4j 4c9fd1d, jev-wu6v d4ffe69; each verified by a non-author). Proof holds the number, not a re-run.
clinc-grok	Jev handled 685 vs 657 at the same gate (44 vs 16, p = 3.9e-4)	second-incumbent	| Handled at peak >= 0.60 | 685 / 657 | 44 / 16 | 0.00039 | **WIN** |	docs/demos/upstream-repro/grok-incumbent-sst5-clinc-20260924.md	yes	README claim registered 2026-09-24 (jev-jzzs 0aaaf5b, jev-n4j 4c9fd1d, jev-wu6v d4ffe69; each verified by a non-author). Proof holds the number, not a re-run.
clinc-grok-9	Jev handled 685 vs 657 at the same gate (44 vs 16, p = 3.9e-4), a win that held in all 9 pairings	second-incumbent	| CLINC150 | handled at 0.60 [unit rule; zero-mass dropped: 0 rows] | WIN | 9/9 |	docs/demos/upstream-repro/grok-variance-20260924.md	yes	README claim registered 2026-09-24 (jev-jzzs 0aaaf5b, jev-n4j 4c9fd1d, jev-wu6v d4ffe69; each verified by a non-author). Proof holds the number, not a re-run.
scifact-grok-12	all four wins held in 12/12 pairings of four Jev runs with three grok runs	second-incumbent	| SciFact | AUC / Brier / ECE | WIN | 12/12 each |	docs/demos/upstream-repro/grok-variance-20260924.md	yes	README claim registered 2026-09-24 (jev-jzzs 0aaaf5b, jev-n4j 4c9fd1d, jev-wu6v d4ffe69; each verified by a non-author). Proof holds the number, not a re-run.
stsb-spearman	Spearman 0.907 on every Jev run against 0.880 to 0.885 for grok	score-stsb	| grok run 3 | 1499/1500 | 0.8850 |	docs/demos/upstream-repro/score-stsb-20260924.md	yes	README claim registered 2026-09-24 (jev-jzzs 0aaaf5b, jev-n4j 4c9fd1d, jev-wu6v d4ffe69; each verified by a non-author). Proof holds the number, not a re-run.
stsb-spearman-grok1	Spearman 0.907 on every Jev run against 0.880 to 0.885 for grok	score-stsb	| grok run 1 | 1499/1500 | 0.8799 |	docs/demos/upstream-repro/score-stsb-20260924.md	yes	README claim registered 2026-09-24 (jev-jzzs 0aaaf5b, jev-n4j 4c9fd1d, jev-wu6v d4ffe69; each verified by a non-author). Proof holds the number, not a re-run.
stsb-mae	MAE 0.513 to 0.514 against 0.586 to 0.599	score-stsb	| grok run 2 | 1499/1500 | 0.8845 | 0.5864 |	docs/demos/upstream-repro/score-stsb-20260924.md	yes	README claim registered 2026-09-24 (jev-jzzs 0aaaf5b, jev-n4j 4c9fd1d, jev-wu6v d4ffe69; each verified by a non-author). Proof holds the number, not a re-run.
stsb-mae-grok1	MAE 0.513 to 0.514 against 0.586 to 0.599	score-stsb	| grok run 1 | 1499/1500 | 0.8799 | 0.5989 |	docs/demos/upstream-repro/score-stsb-20260924.md	yes	README claim registered 2026-09-24 (jev-jzzs 0aaaf5b, jev-n4j 4c9fd1d, jev-wu6v d4ffe69; each verified by a non-author). Proof holds the number, not a re-run.
stsb-wins-9	both wins in 9/9 pairings (weakest MAE sign test p = 0.0432)	score-stsb	MAE WIN stands, 9/9 (largest p = 0.0432)	docs/demos/upstream-repro/score-stsb-20260924.md	yes	README claim registered 2026-09-24 (jev-jzzs 0aaaf5b, jev-n4j 4c9fd1d, jev-wu6v d4ffe69; each verified by a non-author). Proof holds the number, not a re-run.
stsb-exact-tie	784 to 788 against 748 to 756 of 1,500, tied in all 9	score-stsb	Exact-level is TIE on 9/9	docs/demos/upstream-repro/score-stsb-20260924.md	yes	README claim registered 2026-09-24 (jev-jzzs 0aaaf5b, jev-n4j 4c9fd1d, jev-wu6v d4ffe69; each verified by a non-author). Proof holds the number, not a re-run.
stsb-exact-jev	784 to 788 against 748 to 756 of 1,500, tied in all 9	score-stsb	| Jev run 3 | 1500/1500 | 0.9069 | 0.5134 | 788/1500 |	docs/demos/upstream-repro/score-stsb-20260924.md	yes	README claim registered 2026-09-24 (jev-jzzs 0aaaf5b, jev-n4j 4c9fd1d, jev-wu6v d4ffe69; each verified by a non-author). Proof holds the number, not a re-run.
stsb-floors	Every Jev run beat the always-mean and always-mode constants	score-stsb	Part 1 holds: every Jev run beats both constants	docs/demos/upstream-repro/score-stsb-20260924.md	yes	README claim registered 2026-09-24 (jev-jzzs 0aaaf5b, jev-n4j 4c9fd1d, jev-wu6v d4ffe69; each verified by a non-author). Proof holds the number, not a re-run.
stsb-no-haiku	Claude Haiku 4.5 was not run (paid comparisons stopped 2026-09-24)	score-stsb	Haiku is not called and is not retried	docs/demos/upstream-repro/score-stsb-20260924.md	yes	README claim re-worded 2026-09-24 after Joshua's second directive (AGENTS.md 1cc7876, 'No paid comparisons'). Proof holds the text, not a re-run.
stsb-row457	without that row the thinnest MAE pairing is still a win, p = 0.0459	score-stsb	would be 783 / 705, p = 0.0459, still WIN	docs/demos/upstream-repro/score-stsb-20260924.md	yes	README claim registered 2026-09-24 (jev-jzzs 0aaaf5b, jev-n4j 4c9fd1d, jev-wu6v d4ffe69; each verified by a non-author). Proof holds the number, not a re-run.
tox-accuracy	was right on 0.726 to 0.730 of them across three runs, below the 0.91 of always answering non-toxic	noul-toxicity	| Jev run 1 | 0.8632 | 0.1846 | 0.2674 | 0.7295 |	docs/demos/upstream-repro/noul-toxicity-20260924.md	yes	README claim registered 2026-09-24 (jev-1kv0 closed, non-author AmberWillow 27cf3f7; R93). Proof holds the number, not a re-run.
tox-accuracy-low	was right on 0.726 to 0.730 of them across three runs, below the 0.91 of always answering non-toxic	noul-toxicity	| Jev run 2 | 0.8641 | 0.1842 | 0.2671 | 0.7260 |	docs/demos/upstream-repro/noul-toxicity-20260924.md	yes	README claim registered 2026-09-24 (jev-1kv0 closed, non-author AmberWillow 27cf3f7; R93). Proof holds the number, not a re-run.
tox-constant	below the 0.91 of always answering non-toxic	noul-toxicity	| always non-toxic (noul 0) | 1820/2000 = 0.91 |	docs/demos/upstream-repro/noul-toxicity-20260924.md	yes	README claim registered 2026-09-24 (jev-1kv0 closed, non-author AmberWillow 27cf3f7; R93). Proof holds the number, not a re-run.
tox-grok-pairings	AUC tied in all 9, while Brier, ECE and the false-positive rate lost in 9 and accuracy in 8	noul-toxicity	Brier 9, ECE 9, accuracy 8, FPR 9	docs/demos/upstream-repro/noul-toxicity-20260924.md	yes	README claim registered 2026-09-24 (jev-1kv0 closed, non-author AmberWillow 27cf3f7; R93). Proof holds the number, not a re-run.
tox-r93	false-positive rate lost in 9 and accuracy in 8 ([receipt]	noul-toxicity	## R93 — FAILED BAR	NEGATIVE_EVIDENCE.md	yes	README claim registered 2026-09-24 (jev-1kv0 closed, non-author AmberWillow 27cf3f7; R93). Proof holds the number, not a re-run.
fever-criteria-brier	0.0463 with criteria against 0.0495 without	noul-fever	| **no criteria (ablation)** | 377/400 | 94.2% | 0.971 | 0.0495 |	docs/demos/upstream-repro/noul-fever-criteria-20260924.md	yes	README claim registered 2026-09-24 (jev-5jp closed, non-author pane 1 ea40052). Proof holds the number, not a re-run.
fever-criteria-lift	The lift replicated on the 400 FEVER claims below, on Brier only	noul-fever	| **primary**: committed criteria vs ablation | TIE (2 vs 0, p = 0.5) | TIE (−0.0033 to +0.0089) | **WIN** (−0.0055 to −0.0009)	docs/demos/upstream-repro/noul-fever-criteria-20260924.md	yes	README claim registered 2026-09-24 (jev-5jp closed, non-author pane 1 ea40052). Proof holds the number, not a re-run.
fever-criteria-control	a rerun of the criteria question made at the same time read the same way	noul-fever	| **control**: same-time rerun vs ablation | TIE (3 vs 1, p = 0.625) | TIE (−0.0029 to +0.0034) | **WIN**	docs/demos/upstream-repro/noul-fever-criteria-20260924.md	yes	README claim registered 2026-09-24 (jev-5jp closed, non-author pane 1 ea40052). Proof holds the number, not a re-run.
gate-grok-real-fp	false-alarmed on 2–7/300 routine real commands	bicameral-gate	| grok 1 | 7 | 1.1–4.7% | 5 |	docs/demos/upstream-repro/gate-grok-incumbent-20260924.md	yes	README claim registered 2026-09-24 (jev-ze4z closed, non-author pane 1 e5ac37d). Proof holds the number, not a re-run.
gate-grok-real-fp-min	false-alarmed on 2–7/300 routine real commands	bicameral-gate	| grok 3 | 2 | 0.2–2.4% | 7 |	docs/demos/upstream-repro/gate-grok-incumbent-20260924.md	yes	README claim registered 2026-09-24 (jev-ze4z closed, non-author pane 1 e5ac37d). Proof holds the number, not a re-run.
gate-grok-real-catch	caught 4–7 of the 14 risky ones among them	bicameral-gate	| grok 2 | 5 | 0.7–3.8% | 4 |	docs/demos/upstream-repro/gate-grok-incumbent-20260924.md	yes	README claim registered 2026-09-24 (jev-ze4z closed, non-author pane 1 e5ac37d). Proof holds the number, not a re-run.
gate-grok-b-catch	caught 34–37/100 at 2–4/300	bicameral-gate	| grok 1 | 37 | 4 | 37 | 4 |	docs/demos/upstream-repro/gate-grok-incumbent-20260924.md	yes	README claim registered 2026-09-24 (jev-ze4z closed, non-author pane 1 e5ac37d). Proof holds the number, not a re-run.
gate-grok-b-catch-min	caught 34–37/100 at 2–4/300	bicameral-gate	| grok 3 | 34 | 2 | 33 | 3 |	docs/demos/upstream-repro/gate-grok-incumbent-20260924.md	yes	README claim registered 2026-09-24 (jev-ze4z closed, non-author pane 1 e5ac37d). Proof holds the number, not a re-run.
gate-grok-trade-absent	a trade that is Haiku's rather than an LLM's in general	bicameral-gate	T3, the Haiku one-in-five trade: TRADE-ABSENT	docs/demos/upstream-repro/gate-grok-incumbent-20260924.md	yes	README claim registered 2026-09-24 (jev-ze4z closed, non-author pane 1 e5ac37d). Proof holds the number, not a re-run.
gate-haiku-real-trade	false-alarmed on 58/300 while catching 13 of the 14 risky ones	bicameral-gate	| Haiku 1 (committed, not re-run) | 58 | — | 13 |	docs/demos/upstream-repro/gate-grok-incumbent-20260924.md	yes	README claim registered 2026-09-24 (jev-ze4z closed, non-author pane 1 e5ac37d). Proof holds the number, not a re-run.
b77-full-grok-9	in all 9 pairings (weakest p = 3.4e-42), and in all 9 again with grok's flat answers dropped	choice-banking77	| correct 2128, 2130, 2120 | 9/9 WIN all rows; 9/9 WIN with flat maps dropped (7-10 ids) |	docs/demos/upstream-repro/grok-incumbent-fever-yelp-b77-20260924.md	yes	README claim registered 2026-09-24 (jev-iwhh closed, non-author pane 1 re-score at e6b0f7d). Proof holds the number, not a re-run.
b77-full-grok-p	in all 9 pairings (weakest p = 3.4e-42)	choice-banking77	466/139, p=3.4e-42	docs/demos/upstream-repro/grok-incumbent-fever-yelp-b77-20260924.md	yes	README claim registered 2026-09-24 (jev-iwhh closed, non-author pane 1 re-score at e6b0f7d). Proof holds the number, not a re-run.
b77-full-jev-range	Jev's 2,455 to 2,472 right beat grok's 2,120 to 2,130 of 3,080	choice-banking77	Jev's accuracy spans 2,455 to 2,472	docs/demos/upstream-repro/choice-banking77-full-variance-20260924.md	yes	README claim registered 2026-09-24 (jev-iwhh closed, non-author pane 1 re-score at e6b0f7d). Proof holds the number, not a re-run.
fever-ece-grok-12	the ECE win held in all 12 pairings (grok ECE 0.252 to 0.271)	noul-fever	| FEVER ECE | 400/400 x 3 | grok ECE 0.267, 0.271, 0.252 | 12/12 WIN, 0 TIE, 0 LOSE |	docs/demos/upstream-repro/grok-incumbent-fever-yelp-b77-20260924.md	yes	README claim registered 2026-09-24 (jev-iwhh closed, non-author pane 1 re-score at e6b0f7d). Proof holds the number, not a re-run.
yelp-grok-9	beat xAI's grok-4.20 on both exact level and MAE in all 9 pairings	score-yelp	| Yelp exact / MAE | 500/500 x 3 | exact 267, 265, 269 of 500; MAE 0.530, 0.526, 0.530 | accuracy 9/9 WIN; MAE 9/9 WIN |	docs/demos/upstream-repro/grok-incumbent-fever-yelp-b77-20260924.md	yes	README claim registered 2026-09-24 (jev-iwhh closed, non-author pane 1 re-score at e6b0f7d). Proof holds the number, not a re-run.
yelp-grok-points	(grok exact 265 to 269 of 500, MAE 0.526 to 0.530)	score-yelp	exact 267, 265, 269 of 500; MAE 0.530, 0.526, 0.530	docs/demos/upstream-repro/grok-incumbent-fever-yelp-b77-20260924.md	yes	README claim registered 2026-09-24 (jev-iwhh closed, non-author pane 1 re-score at e6b0f7d). Proof holds the number, not a re-run.
yelp-haiku-retracted	the Yelp MAE win did not survive Haiku's re-runs and was retracted to a tie (R88)	score-yelp	## R88 — RETRACTED to TIE: Jev beats Haiku 4.5 on Yelp review-star MAE	NEGATIVE_EVIDENCE.md	yes	README claim registered 2026-09-24 (jev-iwhh closed, non-author pane 1 re-score at e6b0f7d). Proof holds the number, not a re-run.
yelp-n500	On 500 Yelp reviews	score-yelp	| Yelp (`work/score-yelp`) | 500 |	docs/demos/upstream-repro/grok-incumbent-fever-yelp-b77-20260924.md	yes	README claim registered 2026-09-24 (jev-iwhh closed, non-author pane 1 re-score at e6b0f7d). Proof holds the number, not a re-run.
gate-crit-grok-catch	grok-4.20 caught 55–73/100 on the held-out sample	bicameral-gate	| grok-criteria 2 | 55 | 0 | 55 | 0 |	docs/demos/upstream-repro/gate-grok-criteria-20260924.md	yes	README claim registered 2026-09-24 (jev-f6es closed, non-author pane 1 1177783; R98). Proof holds the number, not a re-run.
gate-crit-grok-catch-max	grok-4.20 caught 55–73/100 on the held-out sample	bicameral-gate	| grok-criteria 3 | 73 | 1 | 73 | 1 |	docs/demos/upstream-repro/gate-grok-criteria-20260924.md	yes	README claim registered 2026-09-24 (jev-f6es closed, non-author pane 1 1177783; R98). Proof holds the number, not a re-run.
gate-crit-grok-lift-9	up from its 34–37 in all 9 run pairings	bicameral-gate	**C1, wording lift vs grok frozen: HOLDS (9/9) on both label sets.**	docs/demos/upstream-repro/gate-grok-criteria-20260924.md	yes	README claim registered 2026-09-24 (jev-f6es closed, non-author pane 1 1177783; R98). Proof holds the number, not a re-run.
gate-crit-grok-real-fp	at 0–1/300 false alarms there and 1–2/300 on the real commands	bicameral-gate	| grok-criteria 2 | 2 | 0.2–2.4% | 10 |	docs/demos/upstream-repro/gate-grok-criteria-20260924.md	yes	README claim registered 2026-09-24 (jev-f6es closed, non-author pane 1 1177783; R98). Proof holds the number, not a re-run.
gate-crit-jev-ahead	still led grok with criteria in 6 of the 9 pairings	bicameral-gate	Jev-ahead 6/9 on both label sets	docs/demos/upstream-repro/gate-grok-criteria-20260924.md	yes	README claim registered 2026-09-24 (jev-f6es closed, non-author pane 1 1177783; R98). Proof holds the number, not a re-run.
gate-crit-r98	so the 41-to-78 rise is not Jev's alone	bicameral-gate	## R98 — REFUTED: the gate's 41-to-78 catch lift is either the wording's or Jev's alone	NEGATIVE_EVIDENCE.md	yes	README claim registered 2026-09-24 (jev-f6es closed, non-author pane 1 1177783; R98). Proof holds the number, not a re-run.
live-cell-guard-calls	[4 calls, differs](demos/guard/live-receipt.json)	demo-live	"calls": 4	demos/guard/live-receipt.json	yes	README live-smoke cell registered 2026-09-24. Proves the call count only, from the receipt's own count (one Jev request each); the same/differs word is proven by the live-cell row.
live-cell-guard-verdict	[4 calls, differs](demos/guard/live-receipt.json)	demo-live	| guard | 4 | differs, 3 of 4 same |	docs/demos/upstream-repro/live-cells-20260924.md	yes	README live-smoke cell registered 2026-09-24. Verdict recomputed by work/readme-stranger-run/live-cells.py from the receipt's rows against the recorded lane, not taken from the receipt's compared_to_fixture sentence. This receipt's rows carry no recorded twin, so the fixture side comes from running the demo's recorded lane, not from the receipt.
live-cell-rag-calls	[5 calls, differs](demos/rag/live-receipt.json)	demo-live	"call_count":5	demos/rag/live-receipt.json	yes	README live-smoke cell registered 2026-09-24. Proves the call count only, from the receipt's own count (one Jev request each); the same/differs word is proven by the live-cell row.
live-cell-rag-verdict	[5 calls, differs](demos/rag/live-receipt.json)	demo-live	| rag | 5 | differs, 4 of 5 same |	docs/demos/upstream-repro/live-cells-20260924.md	yes	README live-smoke cell registered 2026-09-24. Verdict recomputed by work/readme-stranger-run/live-cells.py from the receipt's rows against the recorded lane, not taken from the receipt's compared_to_fixture sentence. This receipt's rows carry no recorded twin, so the fixture side comes from running the demo's recorded lane, not from the receipt.
live-cell-citation-calls	[4 calls, differs](demos/citation/live-receipt.json)	demo-live	"call_count":4	demos/citation/live-receipt.json	yes	README live-smoke cell registered 2026-09-24. Proves the call count only, from the receipt's own count (one Jev request each); the same/differs word is proven by the live-cell row.
live-cell-citation-verdict	[4 calls, differs](demos/citation/live-receipt.json)	demo-live	| citation | 4 | differs, 4 of 5 same |	docs/demos/upstream-repro/live-cells-20260924.md	yes	README live-smoke cell registered 2026-09-24. Verdict recomputed by work/readme-stranger-run/live-cells.py from the receipt's rows against the recorded lane, not taken from the receipt's compared_to_fixture sentence.
live-cell-skill-suggest-calls	[6 calls, same](demos/skill-suggest/live-receipt.json)	demo-live	"call_count":6	demos/skill-suggest/live-receipt.json	yes	README live-smoke cell registered 2026-09-24. Proves the call count only, from the receipt's own count (one Jev request each); the same/differs word is proven by the live-cell row.
live-cell-skill-suggest-verdict	[6 calls, same](demos/skill-suggest/live-receipt.json)	demo-live	| skill-suggest | 6 | same, 3 of 3 |	docs/demos/upstream-repro/live-cells-20260924.md	yes	README live-smoke cell registered 2026-09-24. Verdict recomputed by work/readme-stranger-run/live-cells.py from the receipt's rows against the recorded lane, not taken from the receipt's compared_to_fixture sentence. This receipt's rows carry no recorded twin, so the fixture side comes from running the demo's recorded lane, not from the receipt.
live-cell-chief-calls	[4 calls, differs](demos/chief/live-receipt.json)	demo-live	"call_count":4	demos/chief/live-receipt.json	yes	README live-smoke cell registered 2026-09-24. Proves the call count only, from the receipt's own count (one Jev request each); the same/differs word is proven by the live-cell row.
live-cell-chief-verdict	[4 calls, differs](demos/chief/live-receipt.json)	demo-live	| chief | 4 | differs, 3 of 4 same |	docs/demos/upstream-repro/live-cells-20260924.md	yes	README live-smoke cell registered 2026-09-24. Verdict recomputed by work/readme-stranger-run/live-cells.py from the receipt's rows against the recorded lane, not taken from the receipt's compared_to_fixture sentence. This receipt's rows carry no recorded twin, so the fixture side comes from running the demo's recorded lane, not from the receipt.
live-cell-rerank-calls	[10 calls, same](demos/rerank/live-receipt.json)	demo-live	"call_count":10	demos/rerank/live-receipt.json	yes	README live-smoke cell registered 2026-09-24. Proves the call count only, from the receipt's own count (one Jev request each); the same/differs word is proven by the live-cell row.
live-cell-rerank-verdict	[10 calls, same](demos/rerank/live-receipt.json)	demo-live	| rerank | 10 | same, 2 of 2 |	docs/demos/upstream-repro/live-cells-20260924.md	yes	README live-smoke cell registered 2026-09-24. Verdict recomputed by work/readme-stranger-run/live-cells.py from the receipt's rows against the recorded lane, not taken from the receipt's compared_to_fixture sentence.
live-cell-date-calls	[6 calls, differs](demos/date/live-receipt.json)	demo-live	"call_count":6	demos/date/live-receipt.json	yes	README live-smoke cell registered 2026-09-24. Proves the call count only, from the receipt's own count (one Jev request each); the same/differs word is proven by the live-cell row.
live-cell-date-verdict	[6 calls, differs](demos/date/live-receipt.json)	demo-live	| date | 6 | differs, 5 of 6 same |	docs/demos/upstream-repro/live-cells-20260924.md	yes	README live-smoke cell registered 2026-09-24. Verdict recomputed by work/readme-stranger-run/live-cells.py from the receipt's rows against the recorded lane, not taken from the receipt's compared_to_fixture sentence.
live-cell-entity-calls	[4 calls, same](demos/entity/live-receipt.json)	demo-live	"call_count":4	demos/entity/live-receipt.json	yes	README live-smoke cell registered 2026-09-24. Proves the call count only, from the receipt's own count (one Jev request each); the same/differs word is proven by the live-cell row.
live-cell-entity-verdict	[4 calls, same](demos/entity/live-receipt.json)	demo-live	| entity | 4 | same, 4 of 4 |	docs/demos/upstream-repro/live-cells-20260924.md	yes	README live-smoke cell registered 2026-09-24. Verdict recomputed by work/readme-stranger-run/live-cells.py from the receipt's rows against the recorded lane, not taken from the receipt's compared_to_fixture sentence.
live-cell-hierarchy-calls	[10 calls, differs](demos/hierarchy/live-receipt.json)	demo-live	"call_count":10	demos/hierarchy/live-receipt.json	yes	README live-smoke cell registered 2026-09-24. Proves the call count only, from the receipt's own count (one Jev request each); the same/differs word is proven by the live-cell row.
live-cell-hierarchy-verdict	[10 calls, differs](demos/hierarchy/live-receipt.json)	demo-live	| hierarchy | 10 | differs, 1 of 2 same |	docs/demos/upstream-repro/live-cells-20260924.md	yes	README live-smoke cell registered 2026-09-24. Verdict recomputed by work/readme-stranger-run/live-cells.py from the receipt's rows against the recorded lane, not taken from the receipt's compared_to_fixture sentence.
live-cell-autoformat-calls	[2 calls, differs](demos/autoformat/live-receipt.json)	demo-live	"call_count":2	demos/autoformat/live-receipt.json	yes	README live-smoke cell registered 2026-09-24. Proves the call count only, from the receipt's own count (one Jev request each); the same/differs word is proven by the live-cell row.
live-cell-autoformat-verdict	[2 calls, differs](demos/autoformat/live-receipt.json)	demo-live	| autoformat | 2 | differs, 0 of 1 same |	docs/demos/upstream-repro/live-cells-20260924.md	yes	README live-smoke cell registered 2026-09-24. Verdict recomputed by work/readme-stranger-run/live-cells.py from the receipt's rows against the recorded lane, not taken from the receipt's compared_to_fixture sentence.
live-cell-semantic-find-calls	[2 calls, same](demos/semantic-find/live-receipt.json)	demo-live	"call_count":2	demos/semantic-find/live-receipt.json	yes	README live-smoke cell registered 2026-09-24. Proves the call count only, from the receipt's own count (one Jev request each); the same/differs word is proven by the live-cell row.
live-cell-semantic-find-verdict	[2 calls, same](demos/semantic-find/live-receipt.json)	demo-live	| semantic-find | 2 | same, 2 of 2 |	docs/demos/upstream-repro/live-cells-20260924.md	yes	README live-smoke cell registered 2026-09-24. Verdict recomputed by work/readme-stranger-run/live-cells.py from the receipt's rows against the recorded lane, not taken from the receipt's compared_to_fixture sentence. This receipt's rows carry no recorded twin, so the fixture side comes from running the demo's recorded lane, not from the receipt.
live-cell-consistency-calls	[3 calls, differs](demos/consistency/live-receipt.json)	demo-live	"call_count": 3	demos/consistency/live-receipt.json	yes	README live-smoke cell re-registered 2026-09-24 after the jev-fbhe re-record. Verdict recomputed by work/readme-stranger-run/live-cells.py (question pluralities, recorded lane vs live receipt).
live-cell-consistency-verdict	[3 calls, differs](demos/consistency/live-receipt.json)	demo-live	| consistency | 3 | differs, 2 of 8 same |	docs/demos/upstream-repro/live-cells-20260924.md	yes	README live-smoke cell re-registered 2026-09-24 after the jev-fbhe re-record. Verdict recomputed by work/readme-stranger-run/live-cells.py (question pluralities, recorded lane vs live receipt).
live-cell-consistency-noul-calls	[3 calls, differs](demos/consistency-noul/live-receipt.json)	demo-live	"call_count": 3	demos/consistency-noul/live-receipt.json	yes	README live-smoke cell re-registered 2026-09-24 after the jev-fbhe re-record. Verdict recomputed by work/readme-stranger-run/live-cells.py (question pluralities, recorded lane vs live receipt).
live-cell-consistency-noul-verdict	[3 calls, differs](demos/consistency-noul/live-receipt.json)	demo-live	| consistency-noul | 3 | differs, 13 of 14 same |	docs/demos/upstream-repro/live-cells-20260924.md	yes	README live-smoke cell re-registered 2026-09-24 after the jev-fbhe re-record. Verdict recomputed by work/readme-stranger-run/live-cells.py (question pluralities, recorded lane vs live receipt).
live-cell-preparsed-calls	[4 calls, same](demos/preparsed/live-receipt.json)	demo-live	"call_count":4	demos/preparsed/live-receipt.json	yes	README live-smoke cell registered 2026-09-24. Proves the call count only, from the receipt's own count (one Jev request each); the same/differs word is proven by the live-cell row.
live-cell-preparsed-verdict	[4 calls, same](demos/preparsed/live-receipt.json)	demo-live	| preparsed | 4 | same, 7 of 7 |	docs/demos/upstream-repro/live-cells-20260924.md	yes	README live-smoke cell registered 2026-09-24. Verdict recomputed by work/readme-stranger-run/live-cells.py from the receipt's rows against the recorded lane, not taken from the receipt's compared_to_fixture sentence.
live-tally	On 11 of the 17, the live model decided at least one item differently	demo-live	17 demos, 11 differ, 6 same	docs/demos/upstream-repro/live-cells-20260924.md	yes	README live-smoke cell re-registered 2026-09-24 after the jev-fbhe re-record. Verdict recomputed by work/readme-stranger-run/live-cells.py (question pluralities, recorded lane vs live receipt).
live-call-range	A smoke of 1 to 10 calls is a direction, not a benchmark	demo-live	call counts range 1 to 10 calls	docs/demos/upstream-repro/live-cells-20260924.md	yes	README claim registered 2026-09-24. Recomputed by work/readme-stranger-run/live-cells.py over all 17 live receipts.
pin-intro	pinned here as `jev-1.13.0`	jev-client	export const DEFAULT_MODEL = "jev-1.13.0";	work/jev-client/src/index.ts	yes	README claim registered 2026-09-24 (README coverage batch). Proof holds the value, not a re-run. The pin is the client's default model.
pin-method	**Pin the model.** `jev-1.13.0`	jev-client	export const DEFAULT_MODEL = "jev-1.13.0";	work/jev-client/src/index.ts	yes	README claim registered 2026-09-24 (README coverage batch). Proof holds the value, not a re-run. The pin is the client's default model.
node-2218	Node 22.18 or newer: the tests and the client import TypeScript files directly, which Node 20 refuses	readme	ERR_UNKNOWN_FILE_EXTENSION ".ts"	docs/demos/upstream-repro/readme-stranger-run-20260924.md	yes	README claim registered 2026-09-24 (README coverage batch). Proof holds the value, not a re-run. Node 20.20.2 measured failing; 22.18 as the floor is from Node's release notes, not a run.
guard-refund-passes	A refund passes, a jailbreak blocks, a crisis goes to support	demo-guard	refund: "pass",	demos/guard/demo.mjs	yes	README claim registered 2026-09-24 (README coverage batch). Proof holds the value, not a re-run. Fixture policy expectation; the demo exits 1 on a miss.
guard-dan-blocks	A refund passes, a jailbreak blocks, a crisis goes to support	demo-guard	dan: "block",	demos/guard/demo.mjs	yes	README claim registered 2026-09-24 (README coverage batch). Proof holds the value, not a re-run.
guard-crisis-support	A refund passes, a jailbreak blocks, a crisis goes to support	demo-guard	crisis: "support",	demos/guard/demo.mjs	yes	README claim registered 2026-09-24 (README coverage batch). Proof holds the value, not a re-run.
chief-bar	anything under 0.85 goes to review	demo-chief	const CONFIDENCE_BAR = 0.85;	demos/chief/demo.mjs	yes	README claim registered 2026-09-24 (README coverage batch). Proof holds the value, not a re-run. Movez's number, not measured here.
date-review-below	anything under 0.60 goes to review	demo-date	const REVIEW_BELOW = 0.60;	demos/date/demo.mjs	yes	README claim registered 2026-09-24 (README coverage batch). Proof holds the value, not a re-run.
ontology-beats-parent	ship a candidate only if it beats its parent	demo-ontology	ship a candidate only if it beats its parent	demos/ontology-gate/demo.mjs	yes	README claim registered 2026-09-24 (README coverage batch). Proof holds the value, not a re-run.
consistency-gate	Self-consistency over repeated choices, abstaining below 0.60	demo-consistency	const GATE = 0.60;	demos/consistency/demo.mjs	yes	README claim registered 2026-09-24 (README coverage batch). Proof holds the value, not a re-run.
consistency-noul-low	with a 0.30 to 0.70 review band	demo-consistency	const LOW = 0.30;	demos/consistency-noul/demo.mjs	yes	README claim registered 2026-09-24 (README coverage batch). Proof holds the value, not a re-run.
consistency-noul-high	with a 0.30 to 0.70 review band	demo-consistency	const HIGH = 0.70;	demos/consistency-noul/demo.mjs	yes	README claim registered 2026-09-24 (README coverage batch). Proof holds the value, not a re-run.
screen-cut	flag at 0.5, pass below, review otherwise	jev-screen	export const SEAT_CUT = 0.5;	.omp/tools/jev-screen.ts	yes	README claim registered 2026-09-24 (README coverage batch). Proof holds the value, not a re-run.
inj-n	Public `jev-sec-bench` rows, n=662, cut 0.5, model `jev-1.13.0`	jev-sec-bench	"n": 662	work/nev-differential/DIFF-RECEIPT.json	yes	README claim registered 2026-09-24 (README coverage batch). Proof holds the value, not a re-run.
